,CUSTOMER_SK,NumProducts,DistinctProducts,Revenue,TotalNoOfVisits,Recency,AvgSpend,CITY_NM,CUSTOMER_TYPE_CD,ckm$cluster
751,21156904,499,211,1493.00996,40,137,37.325249,HALIFAX,A,3
752,40044841,389,243,1492.40985,28,141,53.30035179,DARTMOUTH,A,3
753,20784526,393,195,1492.0598,25,136,59.682392,HALIFAX,A,3
754,59538248,377,248,1491.40987,12,3,124.2841558,TRURO,A,1
755,63842902,409,151,1490.01969,23,11,64.78346478,HALIFAX,A,6
756,37049794,360,196,1489.69955,13,134,114.5922731,HALIFAX,A,1
757,58253810,467,205,1488.05977,26,5,57.23306808,HALIFAX,A,6
758,22842722,444,257,1487.26995,30,139,49.575665,CONCEPTION,A,3
759,37468790,377,203,1486.99981,29,137,51.27585552,HALIFAX,A,3
760,59044970,487,323,1485.64981,37,3,40.15269757,HALIFAX,A,4
761,20821419,497,258,1485.23003,57,149,26.05666719,HALIFAX,A,3
762,36376264,465,192,1484.20961,40,135,37.10524025,CORNWALL,A,3
763,40175568,392,254,1483.38975,49,154,30.2732602,THUNDER BA,A,3
764,51910357,490,236,1483.37993,43,134,34.49720767,PRINCE GEO,A,3
765,53316841,467,262,1483.01989,55,137,26.963998,HALIFAX,A,3
766,23673082,368,103,1482.42991,25,135,59.2971964,HALIFAX,A,3
767,65763755,490,301,1480.97988,66,4,22.43908909,HALIFAX,A,5
768,59608220,368,146,1480.90977,93,9,15.92376097,HALIFAX,A,5
769,60533913,437,172,1480.7298,22,9,67.3059,HALIFAX,A,6
770,37141162,524,265,1480.46981,52,136,28.47057327,HALIFAX,A,3
771,60637075,583,201,1479.94994,105,1,14.09476133,HALIFAX,A,5
772,38884632,411,241,1478.71979,22,134,67.21453591,MIRAMICHI,A,3
773,52548469,389,166,1478.66984,52,134,28.43595846,HALIFAX,A,3
774,59035793,386,184,1477.98977,36,11,41.05527139,WILLIAMSWO,A,6
775,29341897,493,216,1476.41987,51,135,28.94940922,HALIFAX,A,3
776,61827378,402,217,1474.10977,12,11,122.8424808,HALIFAX,A,1
777,21602710,409,186,1473.40969,17,136,86.67115824,HALIFAX,A,1
778,22643595,381,206,1472.84974,45,135,32.72999422,HALIFAX,A,3
779,22610271,441,117,1472.55985,57,134,25.83438333,HALIFAX,A,3
780,62538399,398,201,1472.39967,45,5,32.71999267,HALIFAX,A,6
781,40182351,380,258,1471.70985,15,154,98.11399,HALIFAX,A,1
782,23318352,393,173,1470.30979,24,143,61.26290792,NORTH YORK,A,3
783,60739851,417,156,1470.22989,61,2,24.10212934,HALIFAX,A,6
784,51920735,396,226,1469.67981,53,134,27.72980774,HALIFAX,A,3
785,60920848,384,202,1468.41979,36,3,40.78943861,WEST ST AN,A,6
786,39423469,334,182,1467.98963,25,135,58.7195852,HALIFAX,A,3
787,64611677,438,328,1467.5599,63,4,23.29460159,MIDDLE SAC,A,5
788,26034751,480,294,1465.83995,38,134,38.57473553,NEW MINAS,A,3
789,53553936,443,204,1465.60984,38,135,38.56868,HALIFAX,A,3
790,22302612,425,179,1464.28995,14,135,104.5921393,HALIFAX,A,1
791,58786783,529,321,1461.96989,79,1,18.50594797,LOWER SACK,A,5
792,34940104,504,305,1461.52992,33,138,44.28878545,HAVRE BOUC,A,4
793,59618323,444,232,1461.11985,21,4,69.57713571,HALIFAX,A,6
794,20847879,417,205,1460.26978,11,136,132.7517982,HALIFAX,A,1
795,58643607,404,143,1459.58989,18,20,81.08832722,HALIFAX,A,6
796,34376317,459,206,1458.31986,27,154,54.01184667,HALIFAX,A,3
797,39731355,518,206,1458.22992,104,135,14.02144154,HALIFAX,A,5
798,51927741,362,252,1457.45981,35,134,41.64170886,HALIFAX,A,3
799,61910078,409,191,1457.06991,49,4,29.73612061,HALIFAX,A,6
800,22283801,384,223,1457.01974,19,139,76.68524947,HALIFAX,A,1
801,22172749,468,267,1457.00994,22,151,66.22772455,STRATFORD,A,3
802,21152997,382,212,1455.91976,16,139,90.994985,HALIFAX,A,1
803,21158986,468,214,1455.90979,62,135,23.48241597,HALIFAX,A,3
804,64699617,384,169,1455.83963,30,4,48.52798767,HALIFAX,A,6
805,39916096,461,233,1455.43973,80,134,18.19299663,HALIFAX,A,5
806,63889194,384,194,1454.84972,6,2,242.4749533,HALIFAX,A,1
807,59577659,501,167,1454.16955,19,70,76.53523947,HD ST MARG,A,1
808,58907353,476,218,1453.79986,21,2,69.22856476,HALIFAX,A,6
809,20808033,373,209,1453.39965,35,138,41.52570429,HALIFAX,A,3
810,20789487,435,232,1453.38979,38,134,38.24709974,DARTMOUTH,A,3
811,39456646,456,232,1453.28976,34,135,42.74381647,HALIFAX,A,3
812,40122702,412,232,1452.85987,21,135,69.18380333,AMHERST,A,3
813,21459047,366,228,1452.15979,29,136,50.07447552,HALIFAX,A,3
814,20691957,491,143,1451.84973,30,139,48.394991,HALIFAX,A,3
815,37054827,470,225,1451.49995,70,135,20.73571357,HALIFAX,A,3
816,53473575,422,211,1450.63966,20,134,72.531983,HALIFAX,A,3
817,58896150,362,125,1450.22975,26,3,55.77806731,HALIFAX,A,6
818,64611939,362,207,1447.54991,10,14,144.754991,HALIFAX,A,1
819,40118638,470,254,1444.66985,17,142,84.98057941,HALIFAX,A,1
820,53782952,575,219,1444.17976,13,141,111.0907508,,A,1
821,36041019,387,177,1443.23972,51,11,28.29881804,HALIFAX,A,6
822,51688908,390,150,1443.06962,29,135,49.76102138,TORONTO,A,3
823,58645616,447,219,1442.8899,14,1,103.0635643,HALIFAX,A,1
824,50224363,525,282,1442.53989,80,134,18.03174863,HALIFAX,A,5
825,60913306,453,115,1440.89968,34,3,42.37940235,HALIFAX,A,6
826,37465709,346,216,1440.83967,35,134,41.16684771,DAWSON CRE,A,3
827,20745662,437,227,1439.63963,47,136,30.63063043,HALIFAX,A,3
828,51344878,611,287,1439.25995,246,134,5.850650203,HALIFAX,A,5
829,37073057,413,172,1439.22996,61,135,23.59393377,HALIFAX,A,3
830,64621590,435,174,1437.83966,32,4,44.93248938,HALIFAX,A,6
831,59803565,586,118,1437.36914,19,7,75.65100737,HALIFAX,A,6
832,58640449,380,224,1437.07979,17,5,84.53410529,HALIFAX,A,6
833,59654978,434,249,1436.75979,41,2,35.04292171,HALIFAX,A,6
834,40237193,445,267,1435.70992,28,146,51.27535429,HALIFAX,A,3
835,22114409,328,98,1434.65969,14,134,102.4756921,HALIFAX,A,1
836,58989046,559,205,1434.3097,58,1,24.72947759,PORTUGUESE,A,6
837,22205330,473,161,1431.16975,79,134,18.11607278,HALIFAX,A,3
838,61768114,489,271,1431.1199,35,4,40.88914,HALIFAX,A,6
839,23785580,526,238,1430.99,69,134,20.73898551,HALIFAX,A,3
840,58892130,354,153,1430.71977,43,4,33.27255279,HALIFAX,A,6
841,65216085,545,196,1430.67994,28,7,51.09571214,HALIFAX,A,6
842,61054986,435,281,1429.55999,39,7,36.65538436,HALIFAX,A,6
843,21287812,314,159,1428.85978,21,140,68.0409419,HALIFAX,A,3
844,39755604,348,215,1428.45966,22,143,64.92998455,HALIFAX,A,3
845,22282671,370,230,1428.36987,29,140,49.25413345,HALIFAX,A,3
846,33415888,540,226,1428.27966,42,134,34.00665857,HALIFAX,A,3
847,58872891,393,218,1427.64973,22,3,64.89316955,HALIFAX,A,6
848,58779565,499,157,1427.4899,21,5,67.97570952,HALIFAX,A,6
849,51918167,379,166,1427.17961,18,161,79.28775611,SISSON RID,A,3
850,26241848,358,145,1426.99986,16,143,89.18749125,HALIFAX,A,1
851,40048475,426,254,1425.91981,27,134,52.81184481,HALIFAX,A,3
852,22268511,418,175,1424.89978,34,179,41.90881706,HALIFAX,A,3
853,59025961,432,146,1424.43981,23,5,61.93216565,HALIFAX,A,6
854,61520360,372,200,1424.04992,18,3,79.11388444,HALIFAX,A,6
855,22189491,356,214,1423.25972,26,144,54.74075846,HALIFAX,A,3
856,20784435,339,211,1422.36972,11,157,129.3063382,HALIFAX,A,1
857,62331451,424,184,1420.30971,42,4,33.81689786,HALIFAX,A,6
858,34384213,391,133,1419.64993,52,142,27.30096019,HALIFAX,A,3
859,64011176,420,242,1419.09989,29,7,48.93447897,HALIFAX,A,6
860,60919676,346,188,1417.81975,17,3,83.40116176,HALIFAX,A,6
861,59428154,778,205,1415.11999,131,1,10.80244267,HALIFAX,A,5
862,64602427,403,233,1414.66988,91,3,15.54582286,HALIFAX,A,5
863,21200702,441,218,1414.22972,35,135,40.40656343,HALIFAX,A,3
864,58369408,452,250,1414.00994,21,4,67.33380667,HALIFAX,A,6
865,60670133,468,222,1413.36999,54,1,26.17351833,HALIFAX,A,6
866,39832780,289,164,1412.91972,38,144,37.18209789,OAKVILLE,A,3
867,60404185,426,264,1412.84993,78,1,18.11346064,HALIFAX,A,5
868,59431336,547,252,1412.61981,121,1,11.67454388,SOUTH BROO,A,5
869,36177706,456,218,1412.21982,41,134,34.44438585,HALIFAX,A,3
870,62366514,377,198,1411.17985,40,2,35.27949625,HALIFAX,A,6
871,62445133,496,270,1410.32995,112,2,12.5922317,BEDFORD,A,5
872,58327891,395,157,1409.94974,20,5,70.497487,HALIFAX,A,6
873,58316609,391,215,1407.20983,53,2,26.55112887,HALIFAX,A,6
874,21156649,428,136,1406.3899,17,139,82.72881765,HALIFAX,A,1
875,59427750,491,147,1406.20995,54,1,26.040925,HALIFAX,A,6
876,59983679,368,115,1405.97993,57,5,24.66631456,HALIFAX,A,6
877,39845946,371,250,1405.56986,23,136,61.11173304,HALIFAX,A,3
878,41535889,357,226,1404.96983,62,134,22.66080371,HALIFAX,A,3
879,60538342,615,266,1404.49995,65,1,21.60769154,HAMPTON,A,5
880,60554618,340,197,1401.32971,31,2,45.20418419,HALIFAX,A,6
881,58414384,569,130,1401.16,18,11,77.84222222,HALIFAX,A,6
882,59577674,559,134,1400.69961,43,3,32.57440953,HALIFAX,A,6
883,21630632,373,242,1398.81986,45,146,31.08488578,HALIFAX,A,3
884,53633998,343,192,1397.80985,28,143,49.92178036,,A,3
885,39349118,430,209,1397.20991,48,135,29.10853979,HALIFAX,A,3
886,61059661,354,179,1396.40984,57,2,24.49841825,HALIFAX,A,6
887,52626786,388,215,1395.46979,81,143,17.2280221,HALIFAX,A,3
888,20798338,353,190,1395.33983,27,134,51.67925296,HALIFAX,A,3
889,59577626,408,188,1394.58986,17,11,82.03469765,HALIFAX,A,6
890,37163139,382,236,1394.3998,17,135,82.02351765,HALIFAX,A,1
891,59980569,395,237,1393.90976,16,14,87.11936,HALIFAX,A,6
892,22114137,448,250,1393.71989,198,134,7.038989343,HALIFAX,A,5
893,60287816,419,213,1393.33985,17,7,81.96116765,HALIFAX,A,6
894,22251095,332,221,1392.3798,10,142,139.23798,TRURO,A,1
895,59608204,416,267,1392.08988,103,2,13.51543573,HALIFAX,A,5
896,23654220,465,245,1391.97988,78,135,17.8458959,HALIFAX,A,5
897,61480367,538,141,1391.6,143,1,9.731468531,HALIFAX,A,5
898,60913112,574,201,1390.5598,37,2,37.5826973,HALIFAX,A,6
899,59707651,409,140,1390.44977,63,1,22.07063127,HALIFAX,A,6
900,58243703,418,222,1389.3399,27,1,51.45703333,HALIFAX,A,6
901,58342336,415,202,1388.67986,37,6,37.53188811,DARTMOUTH,A,6
902,38989214,416,199,1387.78989,43,136,32.27418349,HALIFAX,A,3
903,36038367,357,180,1386.65984,39,136,35.55538051,DARTMOUTH,A,3
904,64015975,431,257,1386.5799,44,6,31.51317955,HALIFAX,A,6
905,21602722,326,146,1386.26973,32,137,43.32092906,HALIFAX,A,3
906,26128243,606,314,1385.66991,98,134,14.13948888,HALIFAX,A,5
907,22114191,469,184,1385.57984,72,134,19.24416444,HALIFAX,A,3
908,21153229,401,216,1385.5699,23,136,60.24216957,HALIFAX,A,3
909,28891485,409,227,1384.72992,44,137,31.47113455,HALIFAX,A,3
910,61105967,403,138,1384.25981,30,7,46.14199367,HALIFAX,A,6
911,62348261,395,221,1384.0298,24,3,57.66790833,HALIFAX,A,6
912,59012628,376,177,1383.72969,17,3,81.39586412,HALIFAX,A,6
913,59982058,385,153,1383.35972,34,1,40.68705059,HALIFAX,A,6
914,58772464,593,177,1383.22975,13,12,106.4022885,HALIFAX,A,1
915,61115230,363,236,1381.96989,59,29,23.42321847,HALIFAX,A,6
916,61764366,392,164,1380.87994,46,1,30.01912913,DARTMOUTH,A,6
917,50672204,347,214,1379.24987,32,134,43.10155844,REGINA,A,3
918,39833337,410,219,1378.79983,74,145,18.63243014,CLIFTON RO,A,3
919,62463802,341,205,1378.42966,26,1,53.01652538,HALIFAX,A,6
920,61770642,437,249,1377.97993,27,4,51.0362937,HALIFAX,A,6
921,58855247,343,211,1377.71968,36,3,38.26999111,HALIFAX,A,6
922,61368870,423,213,1377.46984,26,1,52.97960923,ROTHESAY,A,6
923,59428142,421,148,1375.87,19,3,72.41421053,HALIFAX,A,6
924,62335013,413,214,1375.26983,40,2,34.38174575,HALIFAX,A,6
925,21044154,456,238,1374.55985,44,134,31.23999659,HALIFAX,A,3
926,22339213,464,237,1374.47985,45,134,30.54399667,HALIFAX,A,3
927,21598638,422,221,1373.61979,27,137,50.87480704,HALIFAX,A,3
928,21476596,428,244,1372.40971,17,134,80.72998294,HALIFAX,A,1
929,21607101,436,248,1372.33984,30,141,45.74466133,HALIFAX,A,3
930,64057117,367,272,1370.61989,31,1,44.21354484,HALIFAX,A,6
931,62342853,395,204,1370.06988,20,7,68.503494,WELLAND,A,6
932,58506014,339,209,1369.61975,13,9,105.3553654,HALIFAX,A,1
933,60160013,396,242,1369.28976,47,3,29.13382468,HALIFAX,A,6
934,61055943,560,324,1368.46993,58,16,23.59430914,HALIFAX,A,5
935,22284380,398,209,1368.00982,47,135,29.10659191,HALIFAX,A,3
936,64960662,614,126,1367.28995,80,1,17.09112438,HALIFAX,A,5
937,34467422,586,115,1366.71001,146,134,9.361027465,HALIFAX,A,5
938,21475796,430,175,1365.45991,28,136,48.76642536,HALIFAX,A,3
939,59489151,452,188,1364.95989,64,1,21.32749828,HALIFAX,A,6
940,37470629,359,205,1364.66984,18,21,75.81499111,CHETICAMP,A,6
941,58553768,474,201,1364.22989,59,13,23.12254051,HALIFAX,A,6
942,37156501,459,113,1363.20981,84,137,16.22868821,PICTOU COU,A,3
943,58643587,469,185,1362.66982,35,6,38.93342343,HALIFAX,A,6
944,36557632,421,146,1362.35979,68,134,20.03470279,PARRSBORO,A,3
945,21155434,367,208,1362.1797,13,147,104.7830538,HALIFAX,A,1
946,59564012,455,156,1361.41986,44,3,30.94136045,HALIFAX,A,6
947,24350417,349,220,1361.39986,12,137,113.4499883,HALIFAX,A,1
948,22114712,666,189,1361.34996,126,134,10.80436476,HALIFAX,A,5
949,62335012,346,227,1361.29982,16,7,85.08123875,HALIFAX,A,6
950,36513577,436,198,1360.21978,55,145,24.73126873,HALIFAX,A,3
951,40180297,424,231,1359.27972,21,134,64.72760571,HALIFAX,A,3
952,59427912,319,99,1359.14967,12,1,113.2624725,HALIFAX,A,1
953,59080517,400,223,1358.98989,59,2,23.03372695,HALIFAX,A,6
954,23748350,496,282,1358.77989,55,134,24.70508891,HALIFAX,A,3
955,64682276,499,318,1358.71992,74,4,18.36108,HALIFAX,A,5
956,58640418,487,244,1357.45984,66,5,20.56757333,HALIFAX,A,5
957,22179005,476,171,1357.28993,35,154,38.77971229,SUMMERSIDE,A,3
958,60028479,471,203,1356.0999,42,2,32.28809286,PICTOU,A,6
959,59016293,427,294,1356.02996,19,2,71.36999789,HALIFAX,A,6
960,60678405,383,265,1355.59979,49,2,27.66530184,HALIFAX,A,6
961,51032040,392,201,1355.22987,65,135,20.84969031,HEBBS CROS,A,3
962,59343265,305,169,1354.22975,18,3,75.23498611,TORONTO,A,6
963,36790262,365,149,1354.0799,47,134,28.81021064,DARTMOUTH,A,3
964,61368000,433,249,1351.35994,26,6,51.97538231,,A,6
965,22189511,395,167,1351.04999,23,137,58.74130391,HALIFAX,A,3
966,61165795,494,260,1350.47997,50,2,27.0095994,HALIFAX,A,6
967,40172924,415,219,1350.38993,17,142,79.43470176,HALIFAX,A,1
968,39356075,319,185,1349.05975,34,136,39.67822794,HALIFAX,A,3
969,59970601,394,219,1348.97994,61,2,22.11442525,HALIFAX,A,6
970,36785334,366,208,1348.2499,39,149,34.57051026,WELLINGTON,A,3
971,53557613,410,158,1347.75992,34,134,39.63999765,TORONTO,A,3
972,66095154,363,161,1347.51989,37,3,36.41945649,HALIFAX,A,6
973,59072117,373,226,1347.01001,35,2,38.48600029,SIMCOE,A,6
974,61815631,456,228,1346.50997,45,2,29.92244378,HALIFAX,A,6
975,59805125,443,126,1345.79993,59,1,22.81016831,HALIFAX,A,6
976,34416508,432,210,1345.57992,48,134,28.032915,HALIFAX,A,3
977,64453330,428,255,1344.05997,76,30,17.68499961,HALIFAX,A,5
978,58889845,358,185,1343.9698,22,3,61.08953636,HALIFAX,A,6
979,22009786,325,169,1343.96977,17,137,79.05704529,TORONTO,A,1
980,39747934,419,206,1342.39986,29,135,46.28965034,HALIFAX,A,3
981,22288121,374,169,1341.82986,15,137,89.455324,HALIFAX,A,1
982,21046999,479,194,1341.47988,55,135,24.39054327,HALIFAX,A,3
983,20687544,306,64,1340.61972,17,139,78.85998353,HALIFAX,A,3
984,59427773,322,188,1339.32979,31,3,43.20418677,HALIFAX,A,6
985,21155065,377,192,1339.30979,20,143,66.9654895,HALIFAX,A,3
986,52621382,417,224,1338.64989,39,134,34.32435615,HALIFAX,A,3
987,61851994,337,166,1338.36984,23,4,58.18999304,HALIFAX,A,6
988,39451065,366,210,1337.66991,39,147,34.29922846,HALIFAX,A,3
989,22906919,464,228,1337.0899,37,135,36.13756486,PICTOU,A,3
990,63984745,363,152,1336.77972,32,3,41.77436625,TORONTO,A,6
991,40142225,482,171,1336.61975,35,136,38.18913571,HALIFAX,A,3
992,21431498,394,127,1335.70985,41,134,32.57828902,HALIFAX,A,3
993,59563569,381,160,1333.81969,30,5,44.46065633,HALIFAX,A,6
994,23326023,374,207,1333.52988,23,135,57.97956,WELLINGTON,A,3
995,59671058,350,160,1333.49976,26,10,51.28845231,HALIFAX,A,6
996,53015058,343,203,1333.38963,53,135,25.15829491,HALIFAX,A,3
997,59012639,317,144,1333.21978,25,2,53.3287912,HALIFAX,A,6
998,37120692,439,181,1332.60995,28,136,47.5932125,PICTON,A,3
999,53318848,484,323,1331.2899,77,135,17.28947922,HALIFAX,A,5
1000,59016223,395,248,1331.28977,34,1,39.15558147,HALIFAX,A,6
1001,64910548,355,190,1330.00983,33,31,40.30332818,EASTERN PA,A,6
1002,61857242,475,285,1329.40981,76,1,17.49223434,MONTREAL,A,5
1003,62384523,431,231,1328.08992,54,1,24.59425778,HALIFAX,A,6
1004,34446480,365,239,1327.9798,30,141,44.26599333,RIVERVIEW,A,3
1005,61863675,360,172,1327.93976,35,3,37.941136,HALIFAX,A,6
1006,36032379,372,217,1327.64988,14,135,94.83213429,HALIFAX,A,1
1007,39921365,338,182,1327.58966,15,147,88.50597733,HALIFAX,A,1
1008,28457976,380,193,1327.13992,61,134,21.75639213,WEYMOUTH,A,3
1009,23794266,345,205,1326.67985,11,136,120.6072591,HALIFAX,A,1
1010,22308225,427,130,1325.95998,35,134,37.88457086,HALIFAX,A,3
1011,61766353,412,223,1325.65991,55,1,24.10290745,BRANTFORD,A,6
1012,59582408,386,139,1325.11977,26,2,50.966145,HALIFAX,A,6
1013,62296824,424,260,1324.51988,46,1,28.79391043,WINDSOR,A,6
1014,21155128,412,261,1324.1999,11,149,120.3818091,HALIFAX,A,1
1015,20834271,388,229,1323.54994,13,145,101.8115338,LAWRENCETO,A,1
1016,36882465,433,232,1321.8699,48,140,27.53895625,TORONTO,A,3
1017,37640338,358,214,1321.07988,22,136,60.04908545,HALIFAX,A,3
1018,60532357,390,263,1320.63988,41,11,32.21072878,HALIFAX,A,6
1019,59979145,381,194,1320.3898,19,7,69.4942,CHARLOTTET,A,6
1020,36876086,446,109,1319.31977,42,134,31.41237548,GUYSBOROUG,A,3
1021,58437817,380,189,1319.04971,33,2,39.97120333,HALIFAX,A,6
1022,36380660,434,304,1318.99988,34,135,38.79411412,HALIFAX,A,3
1023,59673248,406,243,1318.90994,36,3,36.63638722,HALIFAX,A,6
1024,22211662,480,266,1317.1199,38,137,34.66105,HALIFAX,A,3
1025,59735439,538,167,1315.49999,134,2,9.817164104,HALIFAX,A,5
1026,40172354,369,205,1314.67975,73,134,18.00931164,HALIFAX,A,3
1027,39655119,418,236,1314.03996,44,147,29.86454455,COURTICE,A,3
1028,36758080,426,197,1312.40993,60,136,21.87349883,HALIFAX,A,3
1029,58997324,352,160,1312.09978,45,1,29.15777289,HALIFAX,A,6
1030,59674485,401,210,1311.69984,73,2,17.96849096,HALIFAX,A,6
1031,64947624,366,252,1309.66986,50,25,26.1933972,HALIFAX,A,6
1032,51305883,451,191,1308.4799,25,135,52.339196,HALIFAX,A,3
1033,36035072,336,220,1308.17986,27,134,48.45110593,TUSKET,A,3
1034,64864957,379,254,1307.7299,18,13,72.65166111,HALIFAX,A,6
1035,58351137,410,175,1307.62997,20,11,65.3814985,HALIFAX,A,6
1036,59918789,311,93,1307.17965,45,4,29.04843667,ANTIGONISH,A,6
1037,51082399,480,290,1306.75991,56,134,23.33499839,HALIFAX,A,3
1038,39448601,382,263,1305.97992,35,6,37.313712,HALIFAX,A,6
1039,58285280,325,238,1305.84977,30,2,43.52832567,HALIFAX,A,6
1040,62446826,343,185,1305.5998,35,2,37.30285143,ST. JOHN'S,A,6
1041,37094694,426,239,1304.62996,32,135,40.76968625,HALIFAX,A,3
1042,40248605,414,238,1304.44991,35,77,37.26999743,RIVER DENY,A,3
1043,60591820,369,180,1304.39985,22,5,59.29090227,HALIFAX,A,6
1044,58789080,325,206,1304.37979,10,3,130.437979,HALIFAX,A,1
1045,51910951,420,208,1303.93997,45,135,28.97644378,HALIFAX,A,3
1046,22282666,349,177,1303.83971,27,135,48.29035963,HALIFAX,A,3
1047,21459152,333,129,1303.78983,18,136,72.43276833,HALIFAX,A,3
1048,22219228,319,194,1303.20983,40,134,32.58024575,HALIFAX,A,3
1049,53000610,534,235,1301.93999,74,140,17.59378365,DARTMOUTH,A,5
1050,61825888,360,228,1301.77978,37,3,35.1832373,DAWSON CRE,A,6
1051,59489015,330,163,1301.01971,9,7,144.5577456,HALIFAX,A,1
1052,61499750,466,289,1300.46995,35,4,37.15628429,HAVRE BOUC,A,6
1053,58896165,333,235,1300.18975,12,6,108.3491458,HALIFAX,A,1
1054,65877930,372,153,1300.02982,18,2,72.22387889,,A,6
1055,20833919,371,168,1299.70997,56,139,23.20910661,CHESTER BA,A,3
1056,21633062,369,122,1298.8396,9,137,144.3155111,HALIFAX,A,1
1057,59680303,344,177,1298.79974,18,6,72.15554111,HALIFAX,A,6
1058,59506841,366,184,1298.63992,21,6,61.83999619,HALIFAX,A,6
1059,59489000,492,151,1298.18999,48,3,27.04562479,HALIFAX,A,6
1060,29969982,386,212,1298.13992,36,146,36.05944222,HALIFAX,A,3
1061,58524135,317,176,1297.99966,22,2,58.99998455,HALIFAX,A,6
1062,60995165,487,254,1297.80999,79,2,16.42797456,SYDNEY MIN,A,5
1063,40157083,466,290,1297.69992,59,2,21.9949139,HALIFAX,A,6
1064,61348754,352,83,1296.63994,37,1,35.0443227,BRIDGEWATE,A,6
1065,39631529,369,145,1296.31985,22,135,58.92362955,HALIFAX,A,3
1066,59459520,856,157,1296.15982,98,3,13.22612061,HALIFAX,A,5
1067,60533889,472,181,1295.81995,21,2,61.7057119,SUMMERSIDE,A,6
1068,59504668,306,215,1295.4998,15,1,86.36665333,HALIFAX,A,6
1069,29394693,413,243,1295.44985,56,135,23.13303304,ENFIELD,A,3
1070,30136117,357,110,1294.58949,23,143,56.28649957,TURU,A,3
1071,37475469,415,161,1294.52987,32,138,40.45405844,HALIFAX,A,3
1072,29349099,386,215,1294.34985,16,136,80.89686563,HALIFAX,A,1
1073,59979544,415,175,1293.47995,45,1,28.74399889,HALIFAX,A,6
1074,64629514,331,166,1293.22971,32,1,40.41342844,HALIFAX,A,6
1075,51849769,422,256,1292.69994,56,1,23.0839275,HALIFAX,A,6
1076,58261224,407,136,1292.42983,26,3,49.70883962,HALIFAX,A,6
1077,60432093,366,157,1292.11985,51,5,25.33568333,HALIFAX,A,6
1078,22249600,412,204,1292.08993,46,134,28.08891152,HALIFAX,A,3
1079,39353585,418,226,1291.92,43,2,30.04465116,ST. JOHN'S,A,6
1080,25888063,368,205,1291.86985,44,135,29.36067841,CHARLOTTET,A,3
1081,22307345,333,158,1291.64996,40,136,32.291249,HALIFAX,A,3
1082,60618426,345,213,1291.30984,48,1,26.90228833,HALIFAX,A,6
1083,36787172,409,264,1291.01995,21,140,61.47714048,NEW GLASGO,A,3
1084,61795507,346,141,1290.98982,34,2,37.97028882,ARICHAT,A,6
1085,21263341,355,155,1290.65976,35,145,36.87599314,HALIFAX,A,3
1086,23741385,422,216,1290.61988,79,134,16.33696051,NEW GLASGO,A,3
1087,22458052,406,179,1289.95978,40,138,32.2489945,NEW GLASGO,A,3
1088,37707576,356,128,1286.58962,13,138,98.96843231,HALIFAX,A,1
1089,26148223,402,233,1286.37988,30,137,42.87932933,FORT ELLIS,A,3
1090,39428420,393,230,1286.24976,44,134,29.23294909,HALIFAX,A,3
1091,46272965,515,194,1286.08994,46,137,27.95847696,,A,3
1092,20842680,329,190,1285.41982,16,140,80.33873875,HALIFAX,A,1
1093,59608195,396,212,1284.55985,45,3,28.54577444,HALIFAX,A,6
1094,39926353,429,103,1284.1199,35,136,36.68914,HALIFAX,A,3
1095,62473493,397,204,1283.77984,31,12,41.4122529,HALIFAX,A,6
1096,59427754,373,222,1283.11973,11,3,116.6472482,HALIFAX,A,1
1097,58643821,460,196,1282.44998,44,4,29.14659045,HALIFAX,A,6
1098,22114691,388,142,1281.57,17,135,75.38647059,HALIFAX,A,3
1099,64213695,453,196,1281.48993,26,27,49.28807423,HALIFAX,A,6
1100,61453633,341,135,1281.47976,34,1,37.69058118,HALIFAX,A,6
1101,59724921,423,154,1281.31961,44,2,29.12090023,HALIFAX,A,6
1102,22339169,404,206,1281.04988,30,136,42.70166267,HALIFAX,A,3
1103,59031044,462,149,1281.02993,55,1,23.29145327,HALIFAX,A,6
1104,63895403,347,204,1279.93989,48,5,26.66541438,HALIFAX,A,6
1105,40150157,298,193,1279.88988,31,135,41.28677032,TORONTO,A,3
1106,62362125,452,131,1279.36983,43,17,29.75278674,HALIFAX,A,6
1107,59310911,322,189,1279.02972,20,2,63.951486,HALIFAX,A,6
1108,58426327,366,249,1278.89991,38,1,33.65526079,HALIFAX,A,6
1109,39017296,423,244,1278.12996,20,134,63.906498,HALIFAX,A,3
1110,23575596,368,191,1277.35971,14,138,91.23997929,YARMOUTH,A,1
1111,67091504,321,132,1276.2897,18,2,70.90498333,,A,6
1112,58640654,377,221,1276.15991,33,3,38.67151242,HALIFAX,A,6
1113,59731825,398,212,1275.7897,10,10,127.57897,HALIFAX,A,1
1114,34297187,348,166,1275.77974,14,141,91.12712429,HALIFAX,A,1
1115,59004228,353,175,1275.43974,22,13,57.97453364,HALIFAX,A,6
1116,58236331,428,207,1275.26963,23,7,55.44650565,HALIFAX,A,6
1117,46670799,456,165,1275.10992,35,136,36.431712,,A,3
1118,62407190,441,189,1273.94984,19,10,67.04999158,NORTH YORK,A,6
1119,39360660,338,198,1273.85989,44,135,28.95136114,THUNDER BA,A,3
1120,38973504,514,168,1273.74996,36,138,35.38194333,HALIFAX,A,3
1121,58292284,424,248,1273.59993,31,3,41.08386871,HALIFAX,A,6
1122,23816232,334,111,1272.37963,11,143,115.6708755,HALIFAX,A,1
