,ITEM_SK,TotalRevenue,TransactionCount,CustomerCount,AvgPrice,Category,Department,ItemDesc,pkm$cluster
641,11742190,3159.25971,1305,470,1.464226642,Organic &Na,Grocery,ClifBar Cr,5
642,14899958,3159.09998,980,461,2.981712628,Chips,Grocery,Lays Chips,5
643,11600522,3158.43989,731,403,4.15696006,Other Fruit,Produce,Strawberri,3
644,11636457,3158.36,1100,244,2.733461538,Sandwich / ,Home Meal Re,Deli Mixed,5
645,13902587,3157.00995,872,458,3.063408206,Paper,Grocery,Spontowl U,5
646,14472122,3153.0799,652,162,4.275919048,Organic &Na,Grocery,GTS Kombuc,3
647,11669494,3152.58996,769,369,3.602057081,Bread Produ,Commercial B,Dempster T,5
648,11638741,3151.07999,833,430,3.749667863,Refrigerate,Produce,San Marino,5
649,11625370,3148.80999,1884,594,1.605252793,Milk Produc,Dairy,Farmers 1%,5
650,15253068,3148.08998,852,370,3.378131604,Chips,Grocery,Ruffles Po,5
651,11668184,3146.98984,661,339,4.574772935,Processed,Meat,Comp Hot  ,3
652,11664753,3145.94778,362,158,8.635214917,HMR Chicken,Home Meal Re,GourmMin M,4
653,15016570,3145.73992,532,299,5.814398426,Dairy Chees,Dairy,Comp Chees,3
654,14543023,3143.8499,560,259,5.403499911,Frozen Pizz,Frozen Groce,Delissio R,3
655,15075612,3139.99686,314,203,9.936295796,Paper,Grocery,Majesta Ba,4
656,12148130,3131.06996,968,434,2.975940073,Refrigerate,Dairy,MinMaid Or,5
657,11745487,3125.01999,726,294,3.801645972,Bread Produ,Commercial B,Sunmaid Br,5
658,14941603,3124.9,835,403,3.401125749,Bread Produ,Commercial B,Dempster B,5
659,11685428,3124.68991,531,292,5.434385581,Spreads And,Grocery,Kraft Pean,3
660,11751556,3113.26972,507,285,5.923819591,Household O,Grocery,Eco Man Sm,3
661,12827506,3104.89976,717,260,3.721354647,Yogurt,Dairy,Danone Oik,5
662,14345311,3103.64996,876,387,3.421397466,Breads,Instore Bake,Artisan Ba,5
663,11744851,3101.13995,1073,560,2.623668833,Bread Produ,Commercial B,Bens Premi,5
664,11753853,3096.02989,1118,289,2.083954053,Soft Drinks,Grocery,Pepsi Diet,5
665,14492863,3090.90999,909,475,3.045701173,Bagel,Instore Bake,Bens Bagel,5
666,11985424,3084.8598,437,194,6.858519989,Dry Produce,Produce,Wonderful ,4
667,11657012,3081.31991,580,196,5.235034405,Bistro,Home Meal Re,Grab&Go 3p,3
668,11746298,3080.28,1282,420,2.28,Milk Produc,Dairy,Scotsbrn M,5
669,14249657,3079.63991,739,380,3.496480946,Cereal,Grocery,Quaker HC ,5
670,12787164,3069.99693,309,180,9.46870682,Shell Fish ,Seafood,Sensatns X,4
671,11645960,3063.63,981,281,2.996316327,Sandwich / ,Home Meal Re,Sandwich T,5
672,12787254,3062.23997,827,370,3.442639213,Alternative,Instore Bake,Sensatns N,5
673,12231004,3060.70966,478,270,6.194828726,Dairy Chees,Dairy,Comp Chedd,3
674,11632675,3055.78997,695,377,4.327383341,Refrigerate,Dairy,Simply Ora,3
675,12787878,3053.08993,851,393,3.305255478,Refrigerate,Dairy,Sensatns J,5
676,13797782,3052.60999,806,331,3.654596768,Cooking Veg,Produce,Omelette/P,5
677,11741424,3049.61999,1317,646,2.35279069,Apple And P,Produce,D'Anjou Pe,5
678,11779472,3048.16993,833,349,3.459915838,Eggs,Dairy,Bayview Ec,5
679,11703221,3047.89924,635,231,2.900454871,Pork,Meat,Pork Feet,5
680,11603111,3046.99992,843,23,2.994623633,Lottery Sal,Lottery,Scratch EP,5
681,12252854,3046.28982,677,237,3.858579804,Organic And,Dairy,AlmdFrsh B,5
682,11699190,3045.53998,1053,506,2.628362101,Bread Produ,Commercial B,Comp Engli,5
683,14388095,3040.75734,308,213,9.349372998,Chicken,Meat,Sensatns V,4
684,11828129,3040.03985,647,311,4.009555733,Mollusk Fre,Seafood,MsslKing L,5
685,12148121,3039.84711,319,172,9.232464753,Horticultur,Floral,Phalaenops,4
686,11683854,3035.02999,587,316,5.07689948,Butter And ,Dairy,Becel Marg,3
687,11701218,3030.28993,1025,381,2.691713801,Buns And Ro,Instore Bake,Soft Dinne,5
688,11696638,3020.57949,517,142,5.249747631,Milk Produc,Dairy,Natrel Ski,3
689,13870738,3018.17885,494,233,5.264812815,Beef,Meat,SterlSil T,3
690,11699074,3017.1899,815,349,3.189100944,Pork,Meat,Pork Stir ,5
691,12820704,3014.49958,470,222,5.652507239,Soft Drinks,Grocery,Pepsi Diet,3
692,15253061,3014.05,871,395,3.353724138,Chips,Grocery,Ruffles Al,5
693,12932829,3013.2497,644,308,4.147308234,Beef,Meat,Eye Of Rou,3
694,14316004,3011.34754,310,200,9.408352678,Shell Fish ,Seafood,Atl Cdn Sc,4
695,11614058,3005.14984,612,343,4.654711565,Organic Pro,Produce,Organic St,3
696,11634184,3003.94,680,217,4.37980826,Bistro,Home Meal Re,Breaded Co,3
697,15007552,2998.65998,1010,444,2.743636958,Refrigerate,Produce,FreshExp 5,5
698,13788511,2997.07969,725,353,3.971868222,Bulk Food,Bulk,My Own Sen,5
699,12218998,2992.37968,453,247,6.16985219,Processed,Meat,Larsen Wie,3
700,11722719,2986.29998,1180,586,1.965307907,Canned Vege,Grocery,Primo Blac,5
701,11743332,2983.61737,360,138,8.269129206,Bistro,Home Meal Re,10Pc Crisp,4
702,13797902,2981.07994,512,232,5.77543046,Other Fruit,Produce,Pineapple ,3
703,11741146,2980.86966,499,319,6.06997542,Other Fruit,Produce,Red Seedle,3
704,13035032,2977.04997,299,122,9.93976505,Sushi,Seafood,Dynasty Pl,4
705,11645980,2976.55999,658,216,4.46134654,Sandwich / ,Home Meal Re,Sandwich A,3
706,11901473,2969.97993,413,209,7.141070474,Apple And P,Produce,Honeycrisp,4
707,11842451,2969.33994,590,272,4.711005619,Yogurt,Dairy,Liberte Yo,3
708,11619282,2968.68997,799,340,3.296862979,Refrigerate,Produce,Comp Caesa,5
709,11670831,2967.41967,854,469,1.396092131,Canned and ,Grocery,ClovLeaf T,5
710,11699716,2962.35996,633,321,4.230559055,Processed,Meat,Larsen Wie,3
711,14399127,2960.89787,313,226,9.216756006,Pork,Meat,Pork Tende,4
712,11738371,2956.77821,433,198,5.763384198,Beef,Meat,SterlSil R,3
713,12788285,2956.58996,691,345,4.081369978,Deli Cheese,Deli,Sensatns G,5
714,11743146,2955.01972,668,198,4.14136707,Cooked Meal,Home Meal Re,Chicken Po,3
715,11815094,2954.39996,810,349,3.317269709,Yogurt,Dairy,Astro Yogu,5
716,12159328,2952.03993,851,403,1.879338048,Other Fruit,Produce,Ataulfo Ma,5
717,11727459,2949.10999,1081,537,2.436207214,Refrigerate,Produce,Comp Veget,5
718,11600770,2948.83967,647,349,3.830505533,Cooking Veg,Produce,Carrots 5L,5
719,11603586,2948.38962,1277,526,1.348878571,Organic &Na,Grocery,ClfBarLu C,5
720,14513086,2944.43999,881,389,3.196928625,Chips,Grocery,Doritos To,5
721,13903414,2943.43989,533,363,4.925009354,Paper,Grocery,Royale Bat,3
722,13776051,2942.02995,628,261,4.489903824,Organic Pro,Produce,CompOrg Ro,3
723,14509227,2927.43998,871,379,3.198036734,Chips,Grocery,Doritos To,5
724,12787455,2926.67998,609,217,4.472957775,Refrigerate,Produce,Sensatns S,3
725,11743113,2925.17995,746,291,3.848514483,HMR Chicken,Home Meal Re,White 1/4 ,5
726,12246782,2919.69996,1059,593,2.606918946,Cooking Veg,Produce,Carrots 2L,5
727,11737691,2916.24998,881,370,3.279787389,Salads,Home Meal Re,Comp Coles,5
728,11675084,2908.70995,833,377,3.113864079,Yogurt,Dairy,YoplaitS Y,5
729,14456026,2906.4871,292,166,9.171777792,Organic &Na,Grocery,Comp Quino,4
730,11616781,2906.0797,551,126,5.079579256,Milk Produc,Dairy,Lacteeze 1,3
731,11948914,2903.85,378,245,6.162936508,Paper,Grocery,Majesta Ba,3
732,11873431,2898.10984,583,343,4.371781098,Ham,Meat,Comp Hicko,3
733,11686868,2896.52,867,376,3.19,Eggs,Dairy,Comp Eggs ,5
734,11684197,2892.27964,436,219,6.222933548,Soft Drinks,Grocery,CanadDry G,3
735,13789460,2887.57993,337,174,8.53589276,Cooking Veg,Produce,Caesar Sal,4
736,11732094,2884.89,1539,789,0.689549314,Potatoes,Produce,Baker Pota,5
737,12819977,2884.04995,708,334,3.716478319,Yogurt,Dairy,Danone Oik,5
738,12932796,2882.01719,297,157,8.287082684,Beef,Meat,S/S Stripl,4
739,11697162,2879.46765,288,127,9.870836875,Organic &Na,Grocery,Just Us Ri,4
740,11662806,2878.56971,545,176,4.85094685,Refrigerate,Produce,Bolthous G,3
741,11743038,2872.39999,914,285,3.032679808,Sandwich / ,Home Meal Re,Egg Salad ,5
742,11746236,2870.64999,1732,605,1.629539499,Milk Produc,Dairy,Farmers Mi,5
743,14273857,2867.83998,665,380,4.233132217,Other Fruit,Produce,Grapes See,3
744,14908451,2866.21974,801,278,2.130151376,Water,Grocery,Sanpellg M,5
745,11751035,2865.27999,619,249,4.588613803,Magazines A,Books & Maga,Frank Mag,3
746,11653583,2859.63998,808,259,3.3300825,Breads,Instore Bake,Red Island,5
747,11721025,2841.53985,423,263,6.532403298,Shell Fish ,Seafood,Sm Bay Sca,3
748,11679025,2836.06996,1146,466,2.330407206,Milk Produc,Dairy,Farmers Li,5
749,14423035,2834.82988,335,147,8.352784207,Bistro,Home Meal Re,Crispy Chi,4
750,11699189,2834.15999,965,493,2.635906733,Bread Produ,Commercial B,Comp Eng M,5
751,11749840,2833.65,1125,478,2.42953037,Other Fruit,Produce,Red Seedle,5
752,11704058,2831.19994,671,399,3.481464847,Other Fruit,Produce,High Bush ,5
753,11741277,2829.83992,789,337,3.451933132,Pastry Coun,Pastry,Lemon Loaf,5
754,11679924,2828.11985,798,344,3.512289161,Deli Meats-,Deli,Comp Sugar,5
755,15092726,2824.88819,297,129,8.760884307,Boxed Meat,Meat,Comp Chick,4
756,11749345,2821.77,1088,470,2.600452865,Apple And P,Produce,Fuji Apple,5
757,11823785,2818.99999,665,314,4.039842102,Pickles-Ant,Deli,Sabra Humm,5
758,11698043,2818.37998,1199,536,2.186080063,Refrigerate,Produce,Comp Cole ,5
759,11696643,2817.23958,484,145,5.319848058,Milk Produc,Dairy,Natrel Mil,3
760,15164986,2814.47979,423,271,6.253570059,Paper,Grocery,Royale Bat,3
761,11619276,2811.38997,731,316,3.639165513,Refrigerate,Produce,Comp Simpl,5
762,11609045,2808.36989,599,349,4.734527361,Cooking Veg,Produce,Butternut ,3
763,14879247,2807.07951,395,170,6.457926662,Processed,Meat,Schneidr J,3
764,12773827,2804.22978,467,123,5.424446612,Frozen Orga,Frozen Groce,Glutino Br,3
765,11602745,2803.71983,706,266,3.300146507,Yogurt,Dairy,Astro BioB,5
766,13015623,2798.60989,993,311,1.201527833,Internation,Grocery,NongShim S,5
767,12932333,2797.48978,667,330,3.412157497,Beef,Meat,SterlSil I,5
768,15016568,2794.42988,463,231,5.841230972,Dairy Chees,Dairy,Comp Chees,3
769,12222196,2791.55997,777,396,3.267601876,Chips,Grocery,Tostitos M,5
770,12833771,2788.00992,609,245,4.166689311,Frozen Dess,Frozen Groce,CompDark S,3
771,12807631,2785.28999,703,308,3.60396011,Bread Produ,Commercial B,Dempster B,5
772,14383201,2782.2,1390,759,1.99412509,Potatoes,Produce,Potatoes M,5
773,13043418,2779.77,738,240,3.754674797,Muffins,Instore Bake,Muffin Cho,5
774,11694485,2779.5694,604,121,2.842619107,Water,Grocery,Evian Spri,5
775,11670741,2777.91994,673,327,3.882255314,Refrigerate,Produce,Romaine He,5
776,11744934,2775.00888,467,197,5.080717126,Lamb,Meat,Lamb Stew ,3
777,11703696,2772.82999,702,373,3.773992357,Dairy Chees,Dairy,Philly Cre,5
778,14861196,2763.29936,433,176,5.51957597,Yogurt,Dairy,Liberte Yo,3
779,11698123,2757.43726,282,192,9.518823877,Beef,Meat,Prime Rib ,4
780,12572037,2756.43,604,179,4.476059603,Sandwich / ,Home Meal Re,Turkey Cra,3
781,14555763,2755.57,821,457,3.274841076,Paper,Grocery,Spontowl E,5
782,11667233,2754.61755,291,157,9.29524945,Fresh Crust,Seafood,Market Lob,4
783,11666103,2752.71993,435,251,6.113693414,Oil,Grocery,Bert Oil O,3
784,12906967,2748.32952,387,153,6.453909829,Soft Drinks,Grocery,CocaCola Z,3
785,12184080,2747.77998,650,342,4.179620504,Internation,Grocery,HuyFong Sr,3
786,11645275,2744.44964,351,149,7.283332843,Pet,Grocery,Maxx Scoop,4
787,12932335,2743.85812,335,173,6.753876206,Beef,Meat,SterlSil R,3
788,11746300,2740.26998,1052,355,2.275339034,Milk Produc,Dairy,Scotsbrn C,5
789,11656156,2731.34999,745,455,3.584385964,Salad Dress,Grocery,Kraft Mira,5
790,11604872,2727.52998,1124,531,2.324118642,Salad Items,Produce,Comp Cilan,5
791,11652266,2723.06996,727,275,3.469696534,Mushrooms,Produce,Mushrooms ,5
792,12175836,2719.6699,620,269,3.934733393,Organic And,Dairy,Silk True ,5
793,14341554,2718.51984,795,309,2.997241754,Buns And Ro,Instore Bake,Telera Rol,5
794,12932792,2718.028,304,171,8.773469944,Beef,Meat,S/S Cross ,4
795,11620205,2716.76995,628,350,4.070403373,Cereal,Grocery,GenMills C,5
796,12018266,2713.64997,593,324,4.104591402,Other Fruit,Produce,Blueberrie,3
797,11744850,2712.33995,825,412,3.061311245,Bread Produ,Commercial B,Bens Villa,5
798,11668606,2712.12,1384,653,1.868345376,Refrigerate,Produce,Carrot Mat,5
799,13789488,2705.36881,315,134,8.524980413,Cooking Veg,Produce,Salad Chic,4
800,11620754,2704.20996,705,371,3.668607887,Mushrooms,Produce,Mushroom W,5
801,11681485,2703.45997,1034,546,2.603806019,Apple And P,Produce,Apples Roy,5
802,11684527,2694.1599,392,106,6.715595115,Pickles-Ant,Deli,SumFresh H,3
803,14315947,2687.83979,1159,463,1.449247421,Organic &Na,Grocery,ClifBar Co,5
804,11599899,2681.15998,1613,763,1.605521875,Salad Items,Produce,Parsley,5
805,14117276,2680.57985,730,293,3.179465124,Organic Pro,Produce,Organic Re,5
806,15145967,2679.81778,295,181,8.531369586,Chicken,Meat,Sens Chick,4
807,11636673,2671.25998,795,353,3.291266239,Salads,Home Meal Re,Comp Macar,5
808,11952641,2671.18999,881,362,2.679965906,Organic &Na,Grocery,Kettle Chi,5
809,14345281,2671.03998,847,310,3.027450743,Breads,Instore Bake,Artisan Ba,5
810,11748958,2666.20995,386,209,6.878150977,Spreads And,Grocery,Cosm&Whd H,4
811,11698087,2664.4089,373,241,6.935256408,Pork,Meat,Pork Rib R,4
812,11633638,2663.15994,570,321,4.363450251,Deli Meats-,Deli,Comp XLean,3
813,13902590,2661.41979,447,257,5.719060168,Paper,Grocery,Scotties S,3
814,11746249,2661.23,1207,627,2.188168193,Milk Produc,Dairy,Farmers Wh,5
815,11741832,2660.92995,1267,614,2.200934615,Cooking Veg,Produce,Brussel Sp,5
816,11683465,2658.50915,348,192,7.519306009,Boxed Meat,Meat,Comp Chick,4
817,14916327,2657.94999,636,260,4.099044614,Refrigerate,Produce,FreshExp J,3
818,12789598,2656.78,643,247,4.099563863,Pastries,Instore Bake,Mini Danis,3
819,12787616,2648.32992,459,291,5.510508273,Rice,Grocery,Sensatns W,3
820,15016571,2647.75984,439,237,5.83206984,Dairy Chees,Dairy,Comp Chees,3
821,11634178,2644.71984,402,113,6.504278284,Bistro,Home Meal Re,Breaded Co,3
822,13056660,2639.96989,551,313,4.502240346,Deli Meats-,Deli,Comp Ck Br,3
823,14389774,2635.28997,727,221,3.457947648,Other Fruit,Produce,Nutty Gree,5
824,13043420,2633.66,689,175,3.77030479,Muffins,Instore Bake,Muffin Con,5
825,11645984,2632.19,595,199,4.387966387,Sandwich / ,Home Meal Re,Sandwich I,3
826,14239091,2632.12994,785,346,2.795411409,Frozen Vege,Frozen Groce,Comp Brocc,5
827,11660687,2626.69993,683,367,3.411373383,Pasta,Grocery,Classico S,5
828,11686934,2626.26997,579,316,4.173413917,Frozen Dess,Frozen Groce,Comp Whole,3
829,13035022,2623.27997,376,156,6.955413293,Sushi,Seafood,Chicken Te,4
830,11699964,2620.41966,552,235,3.790767148,Pork,Meat,Pork Hocks,5
831,11951698,2619.21,909,544,2.805363436,Frozen Vege,Frozen Groce,Comp Small,5
832,14502888,2614.83992,583,317,4.051049863,Frozen Pizz,Frozen Groce,Delissio P,5
833,11678806,2614.20741,262,189,9.623929036,Chicken,Meat,Whole Chic,4
834,11670852,2610.74975,817,414,1.344126029,Canned and ,Grocery,ClovLeaf T,5
835,11750914,2608,646,352,3.996981424,Baking,Grocery,RobinHd Fl,5
836,11657345,2601.39997,873,385,2.857290463,Salad Items,Produce,Boston Let,5
837,14091953,2601.22,1008,454,2.295481629,Chips,Grocery,Pringles O,5
838,11599293,2600.46,586,308,4.384606164,Pickles-Ant,Deli,SumFresh T,3
839,14230598,2599.59992,763,184,2.838317981,Alternative,Grocery,Monster En,5
840,11633642,2599.57981,545,290,4.360599239,Deli Meats-,Deli,Comp XLean,3
841,14538269,2594.1999,475,215,4.633101684,Chicken,Meat,MarcAngl F,3
842,12880476,2592.72995,763,283,3.116732264,Refrigerate,Dairy,MinMaid Ma,5
843,11739946,2589.78993,397,158,6.521598559,Mushrooms,Produce,Sliced Mus,3
844,11697198,2589.0497,780,220,2.106930441,Soft Drinks,Grocery,CocaCola Z,5
845,11698101,2588.89782,288,156,8.720131589,Pork,Meat,Pork Shoul,4
846,11695808,2584.98981,512,201,4.695870739,Bistro,Home Meal Re,NW Hot Sum,3
847,11739408,2583.99997,693,325,3.553869551,Pies,Instore Bake,Comp Apple,5
848,11847126,2583.74999,665,347,3.691844876,Rice,Grocery,Comp Rice ,5
849,14388199,2578.88957,564,217,3.886942639,Chicken,Meat,Sensatns C,5
850,11645972,2572.43,772,240,3.304304291,Sandwich / ,Home Meal Re,Sandwich T,5
851,11781797,2572.25949,365,94,6.34409063,Organic And,Dairy,Neilson Or,3
852,14856710,2570.70991,413,282,5.933980499,Dairy Chees,Dairy,CrackBar C,3
853,11697161,2569.50792,259,80,9.561807,Organic &Na,Grocery,Just Us It,4
854,11754070,2564.83999,1252,403,1.775782667,Water,Grocery,Dasani Min,5
855,11746303,2562.96,1063,442,2.275922787,Milk Produc,Dairy,Scotsbrn 1,5
856,12856683,2561.75989,519,236,4.695414162,Yogurt,Dairy,DanonAct Y,3
857,12807632,2560.75999,692,339,3.392807522,Bread Produ,Commercial B,Dempster B,5
858,11676188,2559.68,961,289,2.428373306,Soft Drinks,Grocery,Pepsi,5
859,13778466,2555.03,876,334,2.828091429,Salads,Home Meal Re,Side Chick,5
860,14199102,2554.79989,453,150,5.54279367,Salads,Home Meal Re,Executive ,3
861,11742279,2554.08,885,289,2.84311086,Pastries,Instore Bake,Pinwheels,5
862,11737591,2551.58,842,441,3.02572619,Condiment,Grocery,Heinz Upsi,5
863,13777319,2548.88995,660,301,3.659528853,Soft Drinks,Grocery,CanadDry G,5
864,14345325,2547.28,832,335,2.996084337,Breads,Instore Bake,Artisan Ba,5
865,12204712,2544.9599,422,250,5.700222669,Dairy Chees,Dairy,CrackBar C,3
866,11676842,2544.65,3002,788,0.696487033,Water,Grocery,Big 8 Spri,2
867,15145970,2544.1281,274,176,8.778856068,Chicken,Meat,Sens Chick,4
868,11781796,2531.59971,369,109,6.467750285,Organic And,Dairy,Neilson Or,3
869,14327189,2530.31998,570,274,3.996531916,Other Baker,Instore Bake,Comp TB Br,5
870,11746283,2527.36988,610,167,3.854950754,Milk Produc,Dairy,Scotsbrn M,5
871,13035024,2525.42997,360,150,6.973416625,Sushi,Seafood,Beef Teriy,4
872,11658515,2522.93,619,209,3.876122779,Organic And,Dairy,AlmdFrsh B,5
873,11683459,2522.82946,342,202,7.283048343,Boxed Meat,Meat,Comp Chick,4
874,12788644,2521.85991,334,168,7.450381401,Organic Pro,Produce,CompOrg Ap,4
875,13966659,2520.17999,690,340,3.555376797,Deli Cheese,Deli,Chs 30Mo P,5
876,11627586,2519.61996,852,346,2.826670573,Paper,Grocery,WhiteSwn B,5
877,11959190,2519.03958,436,194,5.757189415,Deli Meats-,Deli,Sensatns T,3
878,11673604,2511.81945,362,179,6.309975957,Horticultur,Floral,Design You,3
879,14538273,2507.72998,478,253,4.705667353,Chicken,Meat,MarcAngl C,3
880,11659117,2505.78972,436,119,5.309623341,Milk Produc,Dairy,Natrel Lac,3
881,13778464,2504.33,843,337,2.887034401,Salads,Home Meal Re,Side Spina,5
882,11851862,2503.20995,386,164,6.453860039,Rice,Grocery,Comp Rices,3
883,14345187,2499.05888,437,172,5.077364255,Beef,Meat,AspenRdg B,3
884,11625338,2496.23993,279,120,8.82164862,Milk Produc,Dairy,Farmers Ch,4
885,11643403,2496.22,905,606,2.706618785,Sugar,Grocery,Redpath Su,5
886,11738327,2495.38996,576,230,4.186532845,Organic Pro,Produce,Organic Ba,3
887,11742590,2492.50973,539,310,4.600685394,Cooking Veg,Produce,Buttercup ,3
888,13886961,2491.53934,264,127,8.620099328,Smoked / Sa,Seafood,Sensatns A,4
889,11656327,2491.02988,476,256,4.581000854,Cereal,Grocery,Kelloggs V,3
890,11608214,2488.34,578,316,4.216452174,Pickles-Ant,Deli,SumFresh R,3
891,11690575,2487.87,854,441,2.751092832,Refrigerate,Produce,Sweet Peti,5
892,11832821,2486.02971,534,253,4.131114989,Fin-Fish Fr,Seafood,Steelhead ,3
893,11881060,2484.77,947,364,2.478581485,Salads,Home Meal Re,GourmMin B,5
894,14249658,2482.88991,607,318,3.522827245,Cereal,Grocery,HrvCrunc C,5
895,11693421,2482.24999,276,47,8.97554346,OTC,Health Care,Comp Aceta,4
896,11658516,2482.20998,589,162,3.866848061,Organic And,Dairy,AlmdFrsh B,5
897,11741819,2482.05998,871,516,2.727792896,Cooking Veg,Produce,Broccoli,5
898,11695811,2479.61,570,241,4.282442882,Bistro,Home Meal Re,NW Summer ,3
899,12932801,2478.59823,337,164,6.282038222,Beef,Meat,SterlSil B,3
900,14340236,2478.45928,356,171,6.404619228,Chicken,Meat,BlueGse Sp,3
901,11703590,2472.72995,661,286,3.512853515,Chips,Grocery,MissVick O,5
902,12788249,2471.39999,678,328,3.482967058,Organic Pro,Produce,CompOrg Ro,5
903,11670855,2470.16933,418,234,3.120701318,Canned and ,Grocery,ClovLeaf T,5
904,13796963,2469.5,532,211,4.49,Sushi,Seafood,Dumpling S,3
905,15162405,2459.22927,252,154,9.63025062,Paper,Grocery,Cashmere B,4
906,14909815,2457.05989,568,349,3.819567089,Dairy Chees,Dairy,Kraft Chee,5
907,12880464,2455.38989,373,204,6.384530684,Deli Meats-,Deli,MapleLea N,3
908,12532087,2454.61,788,453,2.943808917,Salad Items,Produce,Cucumbers ,5
909,11842762,2452.26988,387,203,6.145471714,Deli Meats-,Deli,MapleLea N,3
910,12833772,2451.53,566,285,4.126042403,Frozen Dess,Frozen Groce,Comp Cherr,3
911,12932707,2450.43903,300,200,7.769813177,Beef,Meat,SterlSil B,4
912,11624139,2444.88997,630,322,3.788346566,Pickles-Ant,Deli,SumFresh G,5
913,11672055,2437.35991,439,224,5.383995331,Deli Cheese,Deli,Boursin Ch,3
914,11746211,2437.11989,494,246,4.303616678,Milk Produc,Dairy,Scotsbrn C,3
915,11743728,2436.21998,642,332,3.782673149,Cooking Veg,Produce,Bunch Beet,5
916,12788248,2436.0499,439,239,5.435528173,Organic Pro,Produce,Comp Baby ,3
917,12774504,2434.22992,669,279,2.748625215,Pork,Meat,Pork Breas,5
918,11695992,2430.66993,1022,585,1.842647341,Butter And ,Dairy,Imperial M,5
919,11627223,2429.38978,409,152,5.607287328,Frozen Ice ,Frozen Groce,HaagnDaz I,3
920,13957619,2426.14997,576,240,3.759571745,Yogurt,Dairy,Danone Oik,5
921,11635987,2425.62787,252,97,9.109634921,Chicken,Meat,Prime Full,4
922,13884731,2422.04,828,299,2.876138015,Salads,Home Meal Re,Executive ,5
923,11873447,2419.03999,741,226,3.160112608,Sandwich / ,Home Meal Re,Chicken Sa,5
924,11627237,2418.07976,399,200,5.640726548,Frozen Ice ,Frozen Groce,HaagnDaz I,3
925,14237875,2416.76997,342,182,5.826701047,Paper,Grocery,Cashmere U,3
926,11666111,2415.0696,289,198,8.37969783,Oil,Grocery,Bertolli O,4
927,11698796,2412.77982,679,268,2.721185233,Pork,Meat,Pork Rible,5
928,11670544,2412.37983,501,196,4.40251482,Organic And,Dairy,Liberty 2.,3
929,12787352,2404.94978,376,178,6.091192088,Smoked / Sa,Seafood,Sensatns S,3
930,11620208,2404.80991,426,222,5.496470962,Cereal,Grocery,GenMills C,3
931,11666567,2404.70999,500,252,4.79000999,Spreads And,Grocery,Kraft Pean,3
932,11601365,2403.18969,484,185,4.589038444,Horticultur,Floral,Rose Bouqu,3
933,11602718,2401.8495,406,158,5.878939692,Deli Meats-,Deli,Bittner Sl,3
934,11744485,2401.72,687,401,3.400510949,Salted Snac,Grocery,Christie P,5
935,11735871,2401.06997,805,458,2.849360722,Cooking Veg,Produce,Parsnips,5
936,13043426,2400.68,604,235,3.979834163,Muffins,Instore Bake,Muffin Wil,5
937,11872779,2395.40994,574,308,3.884490878,Alternative,Instore Bake,Comp Torti,5
938,15265026,2395.16997,465,253,4.917507166,Cereal,Grocery,Kellogg Ce,3
939,13789472,2394.22882,276,104,8.644548895,Cooking Veg,Produce,Greek Sala,4
940,15065936,2392.33996,447,279,5.190531804,Dairy Chees,Dairy,BlkDiamd C,3
941,11671517,2387.89999,705,289,2.911500945,Refrigerate,Produce,Sunrise To,5
942,11702691,2382.3989,348,213,5.67211046,Pork,Meat,Pork Sirln,3
943,11646284,2381.95999,744,222,3.10679211,Sandwich / ,Home Meal Re,Ham Cheese,5
944,11697787,2380.78959,326,163,6.648639479,Fin Fish Fr,Seafood,High Liner,3
945,12473796,2380.35,728,354,2.967427785,Refrigerate,Dairy,MinMaid Or,5
946,11699931,2379.60995,657,256,3.543832038,Cookies,Instore Bake,Hermit Coo,5
947,14345131,2376.72857,300,129,6.717285317,Beef,Meat,AspeRdg St,3
948,11668166,2370.99994,1425,775,0.830357809,Soup,Grocery,Campbell T,5
949,14899961,2370.62998,736,326,3.011251695,Chips,Grocery,Lays Chips,5
950,14388319,2370.4,916,388,2.439431694,Breads,Instore Bake,White Bagu,5
951,11675334,2369.99763,239,128,9.254872196,Spreads And,Grocery,Pure Nova ,4
952,14502889,2369.43993,526,289,4.088703408,Frozen Pizz,Frozen Groce,Delissio P,3
953,11681761,2369.18,2260,411,0.871441881,Cookies,Instore Bake,Chocolate ,5
954,11666822,2368.41997,671,371,3.194610027,Processed,Meat,MapleLea W,5
955,15281820,2365.16937,282,179,8.262509839,Paper,Grocery,Cashmere U,4
956,11673611,2364.5494,317,148,6.495343037,Horticultur,Floral,Design Yr ,3
957,12787586,2358.31985,285,188,8.013450467,Spreads And,Grocery,Sensatns M,4
958,14383629,2355.73998,479,280,4.800571815,Apple And P,Produce,Red Delici,3
959,11741664,2353.28,779,394,3.074391172,Apple And P,Produce,Large Gran,5
960,11748787,2353.19998,637,312,2.843736256,Internation,Grocery,Tosca Coco,5
961,12225630,2351.32,1556,979,1.611092554,Banana,Produce,Bananas,2
962,14565142,2350.36986,557,205,3.618213354,Organic And,Dairy,BlueDiam A,5
963,11697152,2349.65799,235,94,9.690034309,Organic &Na,Grocery,Just Us Co,4
964,11746240,2345.20954,387,119,5.450761351,Milk Produc,Dairy,Farmers Mi,3
965,15540806,2344.67989,558,360,4.161832031,Household O,Grocery,GladWste K,3
966,14543013,2344.44993,401,189,5.575477893,Frozen Pizz,Frozen Groce,Delissio P,3
